,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
493087,Ej6P_nL5-Fu8xexIELxkKg,I4je6zMJblQcs47evUEL_g,JP4HDuv5o3kQiviDdC3tUQ,1.0,2,0,0,"THE WORST! I have leased 4 BMWs back to back.  With this last one I was WAY over my mileage allowance and was quoted $7,600.00 for the additional mileage (I was about 39k miles over). I asked if there was any way to negotiate at all considering I was about to get another BMW after I turned this one in, and was a 4th time customer etc. I was told (word for word) we don't care if this is your 1st BMW or your 35th, makes no difference to us, and we will not negotiate anything with the mileage. Dealership had told me a different story, so I asked if we could get the dealership on the line to discuss, and they told me I could do that on my own time. I spoke to several people, but Alex Smith is the worst. She sounds like she is as miserable as I guess anyone would be with a job like hers.  STAY AWAY. No loyalty, could care less about customers. Mercedes is the way to go!",2017-12-01 18:38:03,2017-12-01,18
906706,ooG6s5-zDYvXHcyONbnMZA,Ik0obH-eVbA8Whgmngwj1A,MyiJmfepzaVr0i2OxHQqOA,2.0,0,0,0,Gross. All I can say. See for yourself. The chicken has the texture of what I imagine if you chewed a flip flop.,2017-12-01 18:38:07,2017-12-01,18
66139,UNVmGaE0TOCzEVslH-iYGQ,YA8cZZRK_PxIn1TS_PEHXA,tra5KJXssxzwrwRNH667YQ,1.0,1,0,0,"If I could have given them a -5 I would have. We purchased refrigerator from Home Depot with maintenance plan. Maintenance plan is through Asurion. Asurion apparently found the worst appliance repair company in the entire city. These people are not competent to fix anything. They do not troubleshoot to determine why the part broke. They do not have service vehicles, just come in a car with a little tool pouch. Parts are ordered and sent to the customer's home THEN comes the struggle to get someone to answer the phone to let them know the part came in and find out when they will come out. Promises are made 'as soon as the part is in, let us know, we will come back same day.' Promises are not kept. Our refrigerator has been out for 4 weeks and it may be almost another week before they will come back and try again.

DO NOT purchase anything from these people and expect it will work correctly.",2017-12-01 18:38:12,2017-12-01,18
2115715,r4NRcjy-amD9RtyHTyGOMw,wBBTajc-_CqacSLgF4SrDw,x4Si8OW3UAXD6Th95NbFiA,5.0,2,0,0,"We've been taking our family vehicles to North Perimeter Collision for over 10 years and they have never disappointed us! I like to shop around for the best price and service and always find them to be the most value for the money. I like that they are a family-owned Business, and Rene, the manager and  one of the owners is honest, knowledgeable and a very nice person. I highly recommend you give her a call even if your insurance company tells you to take your car elsewhere. They will look after you!

Lourdes K.",2017-12-01 18:38:38,2017-12-01,18
928273,-Eg-3VwJlFCUZ2yXoeN6RQ,Swp5dBhWTcuTjhi0XmLNcA,Na6pAqIkbhuhIOBlWcrIOw,2.0,1,0,0,"So I ordered from this place by mistake online, was trying to order from Kebob Corner which is much closer to me. I went to pick up the order from Kebob Corner only to realize what happened. My pick up order was place 8:01 pm. So I call them at 8:20 and asked them to change my order to delivery. The food didn't arrive until 9:45. If you want to try this place, I recommend just going to pick it up. I ordered the chicken vindaloo, flavor was good but chicken was dry. The cheese naan was cold and soggy. The Lamb samosas was cold too. Just a bad experience, don't think I'll be ordering again from this place.",2017-12-01 18:38:47,2017-12-01,18
2618709,SouGLFCxySbYmB6gJDG9AQ,Vii8VruP5up-Vv1e38TmZQ,9_lhtF9FkozvEqA6jBFcLA,2.0,0,0,0,"Fantastoc food, too bad the service is horrible.  I witnessed customers walk up and ask for a menu and the waitress replie, ""It's online "". Never checked on us once after the order was placed. The food is every part of the 2 stars it gets.",2017-12-01 18:39:00,2017-12-01,18
922862,Veh5nprs2U4mdv9mInnMtQ,qAxrEq0rnJ8s5XwPklwv6Q,o1aNli9lwMtNL3U0p66AhQ,5.0,0,0,0,First time for lunch! Totally worth it. Super fast service and food was on point. Had Cesar salad and slice of pepperoni pizza. Fantastic bread sticks and my boyfriend got the meatball sub.,2017-12-01 18:39:04,2017-12-01,18
1607542,XJLqbcV8FakNi5vUbx3BBQ,sUGX-i9J6JgHwQXOpAtWIA,ankPiKHBA8tPJ6ju2QwwLg,1.0,2,0,0,"I am never coming here again!! All the skin on my eyelids has been ripped off and bleeding!!!! I've been getting my eyebrows waxed here for over a year so from previous experience I thought I'd be fine getting a wax the day of my anniversary. The girl who did my eyebrows today ripped all the skin off around my eyes. I noticed it hurt a little more than usual but didn't think anything of it since she never said anything. My skin is literally bleeding now. She should have stopped my appointment immediately. I can't believe they wouldn't notice or help someone who's having a bad reaction to their services. They definitely should not have accepted my money or the 20% tip that I gave like usual. To make things worse she gave me a loyalty card and my first stamp- as if I got a good service and would want to come back!

I wish I could get my money back!! Seriously don't go here if you want any kind of wax service. I've been fine with the low quality since it's still better than what I can do at home but my the whole area around my eyebrows is seriously messed up. My anniversary is tonight and advice from the internet says I can't even wear makeup to cover or it'll get infected. Entire weekend ruined. I wish I could negative scores.",2017-12-01 18:39:13,2017-12-01,18
1181803,Bs9TdKpjdT1IKBCj2vlVlw,yayUlhMe82r2K-JAaEb0xA,v_81OZsLOqDkDlIrn3Ww_Q,5.0,0,0,0,"Your truck was just here for lunch at my workplace. COME BACK! WOW. My burrito is delish. I bought a bottle of hot sauce for a Christmas gift. 5 friends here at work along with myself are like ""That was the best"". Thank you for delicious, fresh food.",2017-12-01 18:39:27,2017-12-01,18
2043337,iOORg-OWM2FAz0YmPt0AOQ,er0gzD_3qW0cnQHlU1otHQ,80hqRmUcWDfhMEHz2dYhCw,5.0,0,0,0,"I've been going to Valvoline for my oil changes and easy maintenance for a couple of years now, and this last visit was my best one yet. I had a short wait before I was taken care of, and all of the employees were nothing but kind. One of the managers in particular, Antonio, really went above and beyond to make sure that I was satisfied with my experience. He was incredibly polite, and I will definitely be back for my next oil change at this location. Hang on to Antonio, Valvoline! He's one of the good ones.",2017-12-01 18:39:57,2017-12-01,18
2332214,9XER1WOb3U1FbK2INZgwcA,_deAABVzDoIuh8fU28AoJQ,Mt-6e5pSAft1f3sA8tTOsQ,5.0,0,0,0,"I got my car broken into so I got a quote from Sir Glass and shopped around. They definitely have the lowest prices in town, especially considering they come to you and they clean the inside of your car. They were quick to quote me, quick to schedule my repair, came by while I was at work and got it fixed and cleaned in under an hour. It was a super easy and hassle free experience which I really appreciate considering getting my car broken into was an unforeseen frustration. I highly recommend using them!",2017-12-01 18:40:10,2017-12-01,18
2065459,TMIfnK9HJt4jS7ykZVackQ,dcdF_1_CnJJoFYVkML8AUg,MiE8Jr6eYU-eVjRhrM17ow,5.0,0,0,0,"I try to avoid the main branches of the US Post Offices whenever possible. The lines are crazy, the workers aren't always super friendly or helpful (not that I blame them), and the locations aren't very convenient to access from where I live. 
That being said, when it was time for me to go track down those cute little holiday stamps for my Christmas cards, I was not excited to make the trek to the post office. So I called in here to see if they had any options. 
The gal picked up the phone right away (I didn't sit on hold for hours!), and I had the answer I needed quickly and painlessly. 
So off I go to Postal Works. Walking into the store, I felt like I had been transported into a little boutique shop. Lots of greeting cards, gorgeous trinkets, etc... then I saw the front counter and the packing/shipping supplies. Oh, and no line! 
When I was greeted and asked how I could be helped, I said I was there for postage stamps. ""Christmas ones, right?"" she asked cheerily. She must have recognized my voice from the phone. She pays attention to detail! 
She gave me a pamphlet showing me all of my choices, and was carrying a friendly conversation with me while I chose which stamps I liked best. My whole visit was successful, and took less than five minutes. And get this: I left with a smile on my face! 
Thank you, kind lady at Postal Works for making my day and being 100x's more friendly to me than my typical post office experiences are! :)",2017-12-01 18:40:28,2017-12-01,18
635839,VXN9LZhk_K--HYJrOeFI4g,8dVoPeM16eAUMksjmUhXFA,Gm2O0by0m0VTGUSWxcz1uw,5.0,0,0,0,"Decided to stop in one afternoon to try this place after a couple of friends recommended it...while the menu is limited in its choices, you can still definitely find something good to eat, the bartender Braygon or as she likes to say Reagan with a B was such a pleasure to deal with and definitely made the trip worth it, she was attentive and quick to get my next drink, overall a great atmosphere and place to hang out, catch a quick bite and drink and watch some sports. Because of Braygon, I can definitely see myself going back to Twin Peaks in the future!!!

18 months later and Braygon is still kicking butt!!! Never a let down in the service and always knows my order.",2017-12-01 18:40:33,2017-12-01,18
670289,yU5U9uCCh0muLGqLuBqCxA,m32YXRtNI-HlQcljsx9tpw,vEF04TJyL4dIGpnxld02QA,5.0,0,0,0,Great service with quality blinds that back it up. The cost for getting your blinds professional done vs doing it yourself was almost the same price,2017-12-01 18:40:35,2017-12-01,18
152315,MH_wKUDv_jBQwmTzcX88WA,PqNnWpVwaVARcszzHeZlAA,dyocjC5h2gRNLrcHfuXydw,5.0,0,0,0,"I started coming to Pure Barre about 6 months ago, and have loved it ever since. The whole team is warm and welcoming and truly take an interest in your life and your goals. The classes are always fun and I've seen such an improvement in my health. The clients are just as friendly as the staff. The retail space is also amazing, you'll always find the latest cutes athletic wear available. The only draw back is parking can be a little tough, but that's not Pure Barre's fault. Just arrive early to ensure you get a good spot.",2017-12-01 18:41:25,2017-12-01,18
1751425,kG4uC9jEIReVpigJRpv7UQ,NRqvdyNAHt8h_SGS5b5JbQ,OLQKQ6jp3Tzrr9-r7EU_fg,1.0,0,1,0,"no chips! this moe's didn't give me any chips! cheap cheap cheap 

They also don't give a lot of queso or cheese in the wrong Doug :/ this definitely was NOT worth it",2017-12-01 18:41:55,2017-12-01,18
1388885,HgSDi_a6djX51iWxXmx8ZA,RCX9ExAtSiQOaKqC_HrzMg,4QLtyEwtdO-FrZmnctjIyA,4.0,1,0,0,"I am not a huge fan of most Indian food buffets but this is the place to go to if you like a large variety of curry dishes and different spices rice options. Quick and friendly service and very clean. They even have two separate buffets one meat and one for vegans. Only recommendation would be more options than the one butter naan and they need to leave the water carafes at the table when your mouth is on fire from the 5 star spiced chicken, lol! Really liked the goat curry dish!",2017-12-01 18:42:03,2017-12-01,18
1383348,osIviwV-iI00pdKO7Y1l_Q,-z2L3_8QgJv2qE1e5Y7N4g,dYj2S3YCbeMxo5MzJWvr4g,4.0,0,1,0,Great quick service option while at Epcot in France location tucked away in the back. This isn't just a bakery but a sandwich place with some great ham and cheese and turkey and apple sandwiches. Prices are decent and service is fast. There is actually plenty of seating as well.,2017-12-01 18:42:05,2017-12-01,18
2351754,u5y9U2_ysBi_gIn492pRBA,riC5DSeUs7m48jKjIrw8iQ,vQv5EoKwb2sNGuE8Ouqogg,1.0,0,0,0,So I have been to different Alfredo's this one by far is the worst. I ordered 3 steak tips and they were horrible they weren't cut up some place on top of the rice like they usually are they were just 4 pieces on the rice no sauce plain truly disappointed. I also love the there triangle rolls cause they are always hot and fresh. In Everett there just cold and sitting out and the worst part is that I order my Food at 1140 am and they haven't been open long.,2017-12-01 18:42:43,2017-12-01,18
